ent,Descripción_Campo_amplio,Año,fac_tri,ingocup,cs_p14_c,masa salarial,Sueldo promedio por profesionista,CVE,DESCRIP
11," Ingeniería, manufactura y construcción",2024,80365,2828556,17942700.0,873028418,10863.29,11,Guanajuato
11,Administración y negocios,2022,69027,2041073,9591400.0,610512866,8844.55,11,Guanajuato
11,Administración y negocios,2023,89457,2965680,12666800.0,800268265,8945.84,11,Guanajuato
11,Administración y negocios,2024,94943,3225001,11666700.0,1004114394,10575.97,11,Guanajuato
11,Agronomía y veterinaria,2022,8742,148885,1789200.0,60989070,6976.56,11,Guanajuato
11,Agronomía y veterinaria,2023,8121,160800,1791200.0,52316324,6442.1,11,Guanajuato
11,Agronomía y veterinaria,2024,7336,221150,1711100.0,94032310,12817.93,11,Guanajuato
11,Artes y humanidades,2022,13046,312385,864300.0,105004480,8048.79,11,Guanajuato
11,Artes y humanidades,2023,7500,271275,692700.0,68511350,9134.85,11,Guanajuato
11,Artes y humanidades,2024,9166,408165,886200.0,94793670,10341.88,11,Guanajuato
11,Ciencias de la  salud,2022,43431,1485091,13346779.0,450357909,10369.5,11,Guanajuato
11,Ciencias de la  salud,2023,36086,1718695,14168321.0,383658920,10631.79,11,Guanajuato
11,Ciencias de la  salud,2024,29052,1355055,9641048.0,334338215,11508.27,11,Guanajuato
11,"Ciencias naturales, matemáticas y estadística",2022,8963,127300,924400.0,56542820,6308.47,11,Guanajuato
11,"Ciencias naturales, matemáticas y estadística",2023,2736,126618,719700.0,24668580,9016.29,11,Guanajuato
11,"Ciencias naturales, matemáticas y estadística",2024,3871,83920,563000.0,30813160,7960.0,11,Guanajuato
11,Ciencias sociales y derecho,2022,63382,1481242,5631600.0,608786306,9605.03,11,Guanajuato
11,Ciencias sociales y derecho,2023,54200,1520734,5297100.0,523471915,9658.15,11,Guanajuato
11,Ciencias sociales y derecho,2024,66157,1751913,5916800.0,522003717,7890.38,11,Guanajuato
11,Educación,2022,24062,703735,986504.0,199463195,8289.55,11,Guanajuato
11,Educación,2023,48394,883222,1127103.0,446490062,9226.15,11,Guanajuato
11,Educación,2024,23228,704560,874309.0,230528020,9924.57,11,Guanajuato
11,Servicios,2022,15649,441886,6199100.0,110144155,7038.41,11,Guanajuato
11,Servicios,2023,23369,507275,4979900.0,288244760,12334.49,11,Guanajuato
11,Servicios,2024,10684,427699,3959700.0,125477066,11744.39,11,Guanajuato
11,Tecnologías de la información y la comunicación,2022,17051,647069,4062200.0,168562278,9885.77,11,Guanajuato
11,Tecnologías de la información y la comunicación,2023,21911,784430,4615800.0,225430470,10288.46,11,Guanajuato
11,Tecnologías de la información y la comunicación,2024,12583,648055,3755500.0,125677175,9987.85,11,Guanajuato
12," Ingeniería, manufactura y construcción",2022,17424,408015,3961800.0,127856835,7337.97,12,Guerrero
12," Ingeniería, manufactura y construcción",2023,18761,451761,4597500.0,119070466,6346.7,12,Guerrero
12," Ingeniería, manufactura y construcción",2024,31977,1134546,7782900.0,335663537,10497.03,12,Guerrero
12,Administración y negocios,2022,35149,1166067,6522100.0,281899136,8020.12,12,Guerrero
12,Administración y negocios,2023,37638,999938,5885900.0,267835944,7116.1,12,Guerrero
12,Administración y negocios,2024,34668,1224952,6744600.0,243498289,7023.72,12,Guerrero
12,Agronomía y veterinaria,2022,4890,62122,814200.0,29549288,6042.8,12,Guerrero
12,Agronomía y veterinaria,2023,2035,41440,488600.0,18043120,8866.4,12,Guerrero
12,Agronomía y veterinaria,2024,2651,56150,568500.0,20944070,7900.44,12,Guerrero
12,Artes y humanidades,2022,4713,70800,263600.0,31564900,6697.41,12,Guerrero
12,Artes y humanidades,2023,8548,112555,463500.0,41536440,4859.2,12,Guerrero
12,Artes y humanidades,2024,7056,231310,584100.0,53070612,7521.35,12,Guerrero
12,Ciencias de la  salud,2022,24904,622577,9446404.0,152783047,6134.88,12,Guerrero
12,Ciencias de la  salud,2023,39263,793518,10377100.0,259447125,6607.93,12,Guerrero
12,Ciencias de la  salud,2024,31931,991273,11517400.0,204206352,6395.24,12,Guerrero
12,"Ciencias naturales, matemáticas y estadística",2022,5341,108522,1088100.0,27822527,5209.24,12,Guerrero
12,"Ciencias naturales, matemáticas y estadística",2023,6510,196510,1234200.0,54358670,8350.03,12,Guerrero
12,"Ciencias naturales, matemáticas y estadística",2024,6598,305750,2076000.0,53121290,8051.12,12,Guerrero
12,Ciencias sociales y derecho,2022,24747,748958,3878500.0,140846136,5691.44,12,Guerrero
12,Ciencias sociales y derecho,2023,32896,1133635,4150300.0,289593875,8803.32,12,Guerrero
12,Ciencias sociales y derecho,2024,37053,1346715,5301900.0,287068980,7747.52,12,Guerrero
12,Educación,2022,25580,592570,982011.0,187066680,7313.01,12,Guerrero
12,Educación,2023,17878,464127,780409.0,115842677,6479.62,12,Guerrero
12,Educación,2024,14309,606989,769726.0,125393874,8763.29,12,Guerrero
12,Servicios,2022,6602,321117,4162500.0,46174696,6994.05,12,Guerrero
12,Servicios,2023,12687,353835,5275800.0,89094958,7022.54,12,Guerrero
12,Servicios,2024,11515,425602,5583100.0,86893469,7546.11,12,Guerrero
12,Tecnologías de la información y la comunicación,2022,15264,304533,2772000.0,104839481,6868.41,12,Guerrero
12,Tecnologías de la información y la comunicación,2023,15630,373764,2583600.0,180803214,11567.7,12,Guerrero
12,Tecnologías de la información y la comunicación,2024,11902,340153,2766300.0,96420970,8101.24,12,Guerrero
13," Ingeniería, manufactura y construcción",2022,55204,1868993,14072400.0,472620783,8561.35,13,Hidalgo
13," Ingeniería, manufactura y construcción",2023,50906,2187504,15588600.0,444201561,8725.92,13,Hidalgo
13," Ingeniería, manufactura y construcción",2024,66420,2339862,15261500.0,690953725,10402.8,13,Hidalgo
13,Administración y negocios,2022,48282,2121811,8749900.0,406796758,8425.43,13,Hidalgo
13,Administración y negocios,2023,41693,2146271,8543300.0,347276355,8329.37,13,Hidalgo
13,Administración y negocios,2024,44722,2521190,9621500.0,451049230,10085.62,13,Hidalgo
13,Agronomía y veterinaria,2022,4012,74230,814000.0,27304880,6805.8,13,Hidalgo
13,Agronomía y veterinaria,2023,5149,101930,978200.0,47403750,9206.4,13,Hidalgo
13,Agronomía y veterinaria,2024,5519,181630,1218500.0,32888590,5959.16,13,Hidalgo
13,Artes y humanidades,2022,11252,524866,1335300.0,82675186,7347.6,13,Hidalgo
13,Artes y humanidades,2023,11423,690244,1503100.0,94743353,8294.09,13,Hidalgo
13,Artes y humanidades,2024,8722,462769,1011300.0,89159439,10222.36,13,Hidalgo
13,Ciencias de la  salud,2022,22887,1503118,12354400.0,202149389,8832.5,13,Hidalgo
13,Ciencias de la  salud,2023,34153,1647575,14551558.0,335863886,9834.1,13,Hidalgo
13,Ciencias de la  salud,2024,37026,1633406,14017244.0,382049162,10318.4,13,Hidalgo
13,"Ciencias naturales, matemáticas y estadística",2022,8623,356420,2362600.0,54976935,6375.62,13,Hidalgo
13,"Ciencias naturales, matemáticas y estadística",2023,6566,357455,1442500.0,187861815,28611.3,13,Hidalgo
13,"Ciencias naturales, matemáticas y estadística",2024,14281,357290,2321300.0,95191050,6665.57,13,Hidalgo
13,Ciencias sociales y derecho,2022,42500,1841280,6193300.0,372129495,8755.99,13,Hidalgo
13,Ciencias sociales y derecho,2023,46867,2536979,7732800.0,435759857,9297.8,13,Hidalgo
13,Ciencias sociales y derecho,2024,34365,2035400,6240900.0,304761820,8868.38,13,Hidalgo
13,Educación,2022,28002,711323,1056915.0,203898233,7281.56,13,Hidalgo
13,Educación,2023,23233,940895,1223611.0,196296777,8449.05,13,Hidalgo
13,Educación,2024,30263,800480,1195611.0,208059785,6875.05,13,Hidalgo
13,Servicios,2022,11020,422320,5485700.0,76807575,6969.83,13,Hidalgo
13,Servicios,2023,11792,493207,6299600.0,86955765,7374.13,13,Hidalgo
13,Servicios,2024,9220,484703,4066000.0,91997869,9978.08,13,Hidalgo
13,Tecnologías de la información y la comunicación,2022,24272,1267420,6950200.0,265019690,10918.74,13,Hidalgo
13,Tecnologías de la información y la comunicación,2023,25245,1545245,7625300.0,303178412,12009.44,13,Hidalgo
13,Tecnologías de la información y la comunicación,2024,18441,1572587,5774300.0,248317630,13465.52,13,Hidalgo
14," Ingeniería, manufactura y construcción",2022,154864,2801225,18383600.0,1644710697,10620.36,14,Jalisco
14," Ingeniería, manufactura y construcción",2023,128444,2467285,15847400.0,1471501795,11456.37,14,Jalisco
14," Ingeniería, manufactura y construcción",2024,130203,3151763,17348900.0,1645154137,12635.3,14,Jalisco
14,Administración y negocios,2022,213969,3707495,14754700.0,2132447460,9966.15,14,Jalisco
14,Administración y negocios,2023,194614,3584530,13705300.0,2030131590,10431.58,14,Jalisco
14,Administración y negocios,2024,160289,3221425,11621400.0,1814233726,11318.52,14,Jalisco
14,Agronomía y veterinaria,2022,22613,274260,2119600.0,273067070,12075.67,14,Jalisco
14,Agronomía y veterinaria,2023,39797,542223,3496300.0,484308927,12169.48,14,Jalisco
14,Agronomía y veterinaria,2024,24011,242330,2033500.0,242451060,10097.5,14,Jalisco
14,Artes y humanidades,2022,46677,909750,1918800.0,464499810,9951.36,14,Jalisco
14,Artes y humanidades,2023,39294,725160,1601600.0,377026310,9595.01,14,Jalisco
14,Artes y humanidades,2024,31362,694230,1230800.0,383754590,12236.29,14,Jalisco
14,Ciencias de la  salud,2022,110112,1666315,16608450.0,1023471875,9294.83,14,Jalisco
14,Ciencias de la  salud,2023,118712,1761465,15483708.0,1098212868,9251.07,14,Jalisco
14,Ciencias de la  salud,2024,76272,1352349,12093127.0,826572976,10837.17,14,Jalisco
14,"Ciencias naturales, matemáticas y estadística",2022,22548,289344,2065700.0,155104348,6878.85,14,Jalisco
14,"Ciencias naturales, matemáticas y estadística",2023,12846,262260,1237500.0,114676640,8927.03,14,Jalisco
14,"Ciencias naturales, matemáticas y estadística",2024,21340,410670,2016800.0,222692270,10435.44,14,Jalisco
14,Ciencias sociales y derecho,2022,140579,2302713,7676500.0,1338001776,9517.79,14,Jalisco
14,Ciencias sociales y derecho,2023,126733,2389965,7202000.0,1312073025,10353.05,14,Jalisco
14,Ciencias sociales y derecho,2024,98905,1927174,5405800.0,1117623336,11299.97,14,Jalisco
14,Educación,2022,55913,790290,1006510.0,509784880,9117.47,14,Jalisco
14,Educación,2023,67758,932732,1067802.0,689254482,10172.3,14,Jalisco
14,Educación,2024,59835,890290,1009109.0,623756955,10424.62,14,Jalisco
